Ids,Location1,Location2,Type,Bedrooms,Bathrooms,Size_in_SqYds,Price_in_millions,Built_in_year,Parking_Spaces,Floors_in_Building,Elevators,Store_Rooms,Lobby_in_Building,Double_Glazed_Windows,Central_Air_Conditioning,Central_Heating,Waste_Disposal,Furnished,Service_Elevators_in_Building,Flooring,Electricity_Backup,Servant_Quarters,Study_Room,Prayer_Room,Powder_Room,Gym,Lounge_or_Sitting_Room,Laundry_Room,Business_Center_or_Media_Room_in_Building,Satellite_or_Cable_TV_Ready,Broadband_Internet_Access,Intercom,Conference_Room_in_Building,Community_Swimming_Pool,Community_Lawn_or_Garden,Community_Gym,Community_Center,First_Aid_or_Medical_Centre,Day_Care_center,Kids_Play_Area,Mosque,Barbeque_Area,Lawn_or_Garden,Swimming_Pool,Sauna,Jacuzzi,Nearby_Schools,Nearby_Hospital,Nearby_Shopping_Malls,Nearby_Restaurants,Nearby_Public_Transport_Service,Other_Nearby_Places,Security_Staff,Maintainance_Staff,Laundry_or_Dry_Cleaning_Facility,Facilities_for_Disabled
95,"North Nazimabad - Block R, North Nazimabad",North Nazimabad,Flat,2.0,2.0,94.0,6.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
96,"North Nazimabad - Block G, North Nazimabad",North Nazimabad,Flat,2.0,2.0,86.0,6.2,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
100,"Bahria Paradise, Bahria Town Karachi",Bahria Town Karachi,House,5.0,5.0,500.0,46.0,,1,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"Bukhari Commercial Area, DHA Phase 6, DHA Defence",DHA Defence,Flat,3.0,4.0,189.0,30.0,2022-01-01,1,5.0,1.0,,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"DHA Phase 5 Extension, DHA Phase 5, DHA Defence",DHA Defence,House,5.0,6.0,500.0,105.0,2017-01-01,2,,,,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,4.0,200.0,18.0,2023-01-01,2,,,,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"Emaar Coral Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence",DHA Defence,Flat,2.0,4.0,200.0,43.0,2019-01-01,0,27.0,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt",Cantt,House,5.0,5.0,375.0,71.5,,1,,,,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"Aman Golf View, Jinnah Avenue",Jinnah Avenue,Flat,,,240.0,24.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"Aman Golf View, Jinnah Avenue",Jinnah Avenue,Flat,,,240.0,24.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"Aman Golf View, Jinnah Avenue",Jinnah Avenue,Flat,,,240.0,24.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"Aman Golf View, Jinnah Avenue",Jinnah Avenue,Flat,,,240.0,24.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"Bahria Town - Precinct 8, Bahria Town Karachi",Bahria Town Karachi,House,5.0,6.0,272.0,32.0,2025-01-01,2,,,,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"DHA Phase 7, DHA Defence",DHA Defence,House,6.0,6.0,500.0,140.0,2019-01-01,3,,,,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0
112,"Madras Cooperative Housing Society, Scheme 33 - Sector 17-A, Scheme 33",Scheme 33,House,6.0,8.0,400.0,69.5,,0,,,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"Gulshan-e-Kaneez Fatima - Block 2, Gulshan-e-Kaneez Fatima, Scheme 33",Scheme 33,House,6.0,6.0,200.0,43.5,,0,,,,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"North Nazimabad - Block F, North Nazimabad",North Nazimabad,Flat,2.0,2.0,133.0,21.0,2022-01-01,0,1.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
115,"North Nazimabad - Block H, North Nazimabad",North Nazimabad,Flat,2.0,2.0,111.0,16.0,,1,,2.0,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"North Nazimabad - Block J, North Nazimabad",North Nazimabad,House,6.0,6.0,600.0,90.0,,3,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"North Nazimabad - Block F, North Nazimabad",North Nazimabad,Flat,2.0,2.0,161.0,14.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
120,"North Nazimabad - Block R, North Nazimabad",North Nazimabad,House,,,259.0,29.0,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
121,"North Nazimabad - Block E, North Nazimabad",North Nazimabad,Flat,2.0,2.0,83.0,5.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
122,"North Nazimabad - Block A, North Nazimabad",North Nazimabad,Flat,3.0,3.0,139.0,13.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,North Nazimabad,North Nazimabad,Flat,3.0,3.0,167.0,10.5,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,North Nazimabad,North Nazimabad,Flat,2.0,2.0,72.0,5.8,,0,,,,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"Bahria Town - Precinct 10, Bahria Town Karachi",Bahria Town Karachi,Flat,3.0,3.0,144.0,14.0,,0,,,,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"Bahria Hills, Bahria Town Karachi",Bahria Town Karachi,House,5.0,5.0,550.0,85.0,2023-01-01,5,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
127,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,3.0,3.0,283.0,24.5,2020-01-01,200,7.0,1.0,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,125.0,15.0,2023-01-01,2,,,,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt",Cantt,House,5.0,6.0,375.0,70.0,,0,,,,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"Cantt View Lodges, Malir Link To Super Highway",Malir Link To Super Highway,Flat,4.0,4.0,244.0,26.0,,0,,,,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"Cantt View Lodges, Malir Link To Super Highway",Malir Link To Super Highway,Flat,2.0,2.0,139.0,14.0,,0,,,,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Cantt View Lodges, Malir Link To Super Highway",Malir Link To Super Highway,Flat,3.0,3.0,194.0,21.0,,0,,,,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Hill Park,Hill Park,Flat,,,211.0,26.0,,0,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Hill Park,Hill Park,Flat,,,178.0,21.0,,0,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"DHA Phase 8, DHA Defence",DHA Defence,House,6.0,6.0,500.0,140.0,,3,,,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
136,"DHA Phase 4, DHA Defence",DHA Defence,House,4.0,4.0,300.0,73.5,,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
138,"North Nazimabad - Block M, North Nazimabad",North Nazimabad,Flat,2.0,2.0,100.0,10.0,2022-01-01,1,,2.0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
139,"Bukhari Commercial Area, DHA Phase 6, DHA Defence",DHA Defence,Flat,2.0,2.0,106.0,15.5,2015-01-01,0,4.0,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,"DHA Phase 8, DHA Defence",DHA Defence,House,6.0,6.0,500.0,149.0,2021-01-01,3,,,,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"DHA Phase 6, DHA Defence",DHA Defence,House,3.0,,500.0,77.0,2020-01-01,2,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
142,"Kings Garden, Gulistan-e-Jauhar",Gulistan-e-Jauhar,House,4.0,4.0,120.0,27.5,2023-01-01,4,,,,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,"Nishat Commercial Area, DHA Phase 6, DHA Defence",DHA Defence,Flat,2.0,2.0,106.0,12.0,,0,,,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
144,"Bahria Town - Precinct 35, Bahria Sports City, Bahria Town Karachi",Bahria Town Karachi,House,4.0,4.0,350.0,20.5,2020-01-01,0,,,,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"Gulzar-e-Hijri, Scheme 33",Scheme 33,House,4.0,4.0,120.0,25.0,2023-01-01,4,,,,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"DHA Phase 7 Extension, DHA Defence",DHA Defence,House,4.0,4.0,100.0,36.5,,1,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,4.0,4.0,222.0,28.5,2023-01-01,4,10.0,4.0,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,189.0,24.0,2023-01-01,4,10.0,4.0,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Bahria Town Karachi,Bahria Town Karachi,Flat,2.0,2.0,91.0,7.0,,0,8.0,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
150,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt",Cantt,House,5.0,6.0,375.0,70.0,,0,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt",Cantt,House,5.0,7.0,375.0,68.5,,1,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"DHA Phase 7 Extension, DHA Defence",DHA Defence,House,4.0,4.0,150.0,55.0,,0,,,,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,"Askari 5, Malir Cantonment, Cantt",Cantt,Flat,3.0,3.0,286.0,37.0,,0,,,,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,"Askari 5, Malir Cantonment, Cantt",Cantt,Flat,4.0,4.0,333.0,46.0,,1,,,,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,"Saadi Town - Block 2, Saadi Town, Scheme 33",Scheme 33,House,3.0,3.0,240.0,26.5,,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
156,"North Karachi - Sector 11A, North Karachi",North Karachi,House,6.0,6.0,240.0,41.0,2021-01-01,1,,,,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
157,"Falcon Complex New Malir, Malir",Malir,House,5.0,5.0,500.0,94.0,,1,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
158,"Falcon Complex New Malir, Malir",Malir,House,4.0,4.0,350.0,74.5,,1,,,,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"Surjani Town - Sector 7C, Surjani Town, Gadap Town",Gadap Town,House,7.0,4.0,124.0,8.0,,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,"Bahria Town - Precinct 27, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,125.0,10.0,2024-01-01,2,,,,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Bahria Town Karachi,Bahria Town Karachi,House,3.0,3.0,79.0,7.12,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"DHA Phase 8, DHA Defence",DHA Defence,House,4.0,4.0,100.0,50.0,,0,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
163,"DHA Phase 1, DHA Defence",DHA Defence,House,6.0,6.0,260.0,47.5,,2,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"Federal B Area - Block 12, Federal B Area",Federal B Area,House,9.0,6.0,200.0,57.0,2023-01-01,3,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
165,"Bahria Apartments, Bahria Town Karachi",Bahria Town Karachi,Flat,3.0,3.0,250.0,17.5,,1,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Bahria Town Karachi,Bahria Town Karachi,House,3.0,3.0,125.0,14.5,,1,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",Gulistan-e-Jauhar,House,4.0,4.0,120.0,22.0,,0,,,,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,3.0,3.0,161.0,16.0,2023-01-01,4,10.0,4.0,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Bahria Town Karachi,Bahria Town Karachi,House,3.0,3.0,235.0,15.8,,0,,,,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
170,"Gulshan-e-Azeem, Scheme 33",Scheme 33,House,4.0,4.0,120.0,19.5,,0,,,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,"Gulzar-e-Hijri, Scheme 33",Scheme 33,Flat,3.0,3.0,161.0,16.0,2023-01-01,4,3.0,4.0,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Scheme 33,Scheme 33,House,6.0,6.0,120.0,19.0,,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,"Bahria Town - Precinct 31, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,235.0,16.0,,1,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,"Askari 5 - Sector G, Askari 5, Malir Cantonment, Cantt",Cantt,House,5.0,5.0,500.0,85.0,,1,,,,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt",Cantt,House,5.0,5.0,375.0,73.0,,1,,,,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt",Cantt,House,5.0,5.0,375.0,71.5,,1,,,,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"Bahria Town - Precinct 4, Bahria Town Karachi",Bahria Town Karachi,House,5.0,6.0,500.0,47.0,2025-01-01,2,,,,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Bahria Town Karachi,Bahria Town Karachi,Flat,2.0,2.0,33.0,2.68,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"Bahria Sports City, Bahria Town Karachi",Bahria Town Karachi,House,4.0,5.0,350.0,21.0,2022-01-01,4,,,,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"DHA Phase 4, DHA Defence",DHA Defence,House,6.0,6.0,300.0,72.0,,2,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
182,"Zulfiqar Commercial Area, DHA Phase 8, DHA Defence",DHA Defence,Flat,3.0,3.0,129.0,26.0,2023-01-01,0,4.0,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,"Diamond City, Gulshan-e-Maymar, Gadap Town",Gadap Town,Flat,2.0,2.0,83.0,2.8,2018-01-01,0,10.0,2.0,,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"Diamond City, Gulshan-e-Maymar, Gadap Town",Gadap Town,Flat,3.0,3.0,150.0,5.8,2018-01-01,0,10.0,2.0,,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Bahria Town Karachi,Bahria Town Karachi,Flat,2.0,2.0,35.0,2.78,,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,"Bahria Town - Precinct 10-A, Bahria Town Karachi",Bahria Town Karachi,House,3.0,3.0,200.0,17.0,2022-01-01,2,,,,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",Gulistan-e-Jauhar,Flat,,,72.0,4.8,,0,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",Gulistan-e-Jauhar,House,4.0,4.0,100.0,16.0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0
189,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",Gulistan-e-Jauhar,House,5.0,5.0,400.0,59.5,,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,North Karachi,North Karachi,Flat,2.0,2.0,83.0,3.9,2015-01-01,2,4.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Navy Housing Scheme Karsaz,Navy Housing Scheme Karsaz,Flat,5.0,6.0,511.0,76.0,2019-01-01,0,,,,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
